gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.1,0.9119393859993886,0.7057199510018108,588,566,0
0.001953125,0.1,0.9134132494868771,0.7096410849917447,590,598,0
0.00390625,0.1,0.9158041835888031,0.7054281169985188,588,589,0
0.0078125,0.1,0.9205642167780254,0.7004599820065778,595,615,0
0.015625,0.1,0.930761168609983,0.7138330379966646,605,627,0
0.03125,0.1,0.9478798200794795,0.7708492059900891,662,793,0
0.0625,0.1,0.9669090353290537,1.1967421190056484,1220,2055,0
0.125,0.1,0.9581531944626404,4.119961518998025,4145,6785,0
0.25,0.1,0.9463841215773615,4.893001640011789,5795,12268,0
0.5,0.1,0.9459037512555133,4.863210333001916,5800,15667,0
