gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.1,0.8743282787975526,0.5139724469918292,590,564,0
0.001953125,0.1,0.8767331737164139,0.49528931199165527,587,563,0
0.00390625,0.1,0.8814471934025006,0.5042109100031666,587,565,0
0.0078125,0.1,0.892024474594307,0.5112730139953783,589,578,0
0.015625,0.1,0.9068688480978984,0.5158585899916943,603,617,0
0.03125,0.1,0.9285661080074488,0.5337702279939549,652,798,0
0.0625,0.1,0.952902367650971,0.7602565239940304,1069,1715,0
0.125,0.1,0.958339984038308,2.694651358993724,3308,5215,0
0.25,0.1,0.9542218675179569,3.3913685860025,5675,8619,0
0.5,0.1,0.9554775206171854,3.6524607369938167,5800,14188,0
