gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.694251893939394,0.07961354299914092,70,80,0
0.001953125,0.01,0.7009753787878787,0.07604077400173992,75,103,0
0.00390625,0.01,0.71875,0.07349906000308692,74,91,0
0.0078125,0.01,0.7706250000000001,0.07511059200624004,76,113,0
0.015625,0.01,0.8459280303030302,0.08277782700315583,89,144,0
0.03125,0.01,0.9329450757575758,0.09705452900379896,111,218,0
0.0625,0.01,0.9886931818181819,0.1655455290019745,227,466,0
0.125,0.01,0.9996780303030303,0.39791964100732,621,1101,0
0.25,0.01,0.9998674242424243,1.0480582450109068,1596,2387,0
0.5,0.01,0.9999147727272727,3.2209425500041107,3677,4808,0
