gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.9034691695378401,0.09285387500131037,71,114,0
0.001953125,0.01,0.9043899251514791,0.08912909799255431,74,113,0
0.00390625,0.01,0.905716605282959,0.09182888398936484,78,135,0
0.0078125,0.01,0.9098451546473405,0.09747700100706425,84,169,0
0.015625,0.01,0.9167458714506357,0.12362531399412546,118,247,0
0.03125,0.01,0.9346362520296226,0.25853902200469747,288,521,0
0.0625,0.01,0.9571502118727971,0.9703080540057272,1186,1660,0
0.125,0.01,0.9525167320106134,4.002249026001664,4088,5145,0
0.25,0.01,0.9418141855768087,4.808468524002819,5794,10068,0
0.5,0.01,0.9429527543463625,4.718547668002429,5800,10614,0
