gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.7445333333333333,0.085037980999914,67,102,0
0.001953125,0.01,0.7463222222222223,0.08070273099292535,69,96,0
0.00390625,0.01,0.7515222222222222,0.0801749380043475,68,105,0
0.0078125,0.01,0.7745111111111112,0.08997703299974091,81,151,0
0.015625,0.01,0.8140666666666667,0.11532648499996867,115,244,0
0.03125,0.01,0.8883777777777777,0.2225732219958445,270,512,0
0.0625,0.01,0.9482444444444444,0.7545863600098528,1021,1461,0
0.125,0.01,0.9530666666666666,3.262500404001912,3245,4058,0
0.25,0.01,0.9496,4.200657188004698,5637,7905,0
0.5,0.01,0.9510111111111111,4.350129805010511,5800,10614,0
