gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.5118051050772763,0.07151589600834996,57,79,0
0.001953125,0.01,0.5252010420206138,0.07753981699352153,64,98,0
0.00390625,0.01,0.5498306201670116,0.10748276599042583,101,193,0
0.0078125,0.01,0.5944768788805487,0.222587662996375,260,464,0
0.015625,0.01,0.628661744869696,0.7414773749915184,912,1320,0
0.03125,0.01,0.6558860779044264,2.7407468290039105,2636,3711,0
0.0625,0.01,0.6732565203513216,3.6450446089875186,4520,6720,0
0.125,0.01,0.669395277957969,4.180232603990589,4981,9276,0
0.25,0.01,0.6644992226031982,4.9014314739906695,5000,9150,0
0.5,0.01,0.6259743201639226,4.791060592004214,5000,9150,0
