gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.1,0.75334560611986,0.7350597210024716,587,568,0
0.001953125,0.1,0.7552056009691049,0.7437026419938775,588,572,0
0.00390625,0.1,0.7599938954015205,0.7393903100019088,593,583,0
0.0078125,0.1,0.7705815583895306,0.738101007998921,597,612,0
0.015625,0.1,0.7967741012409504,0.7642543200054206,615,635,0
0.03125,0.1,0.8324955407815793,0.8554663649993017,728,944,0
0.0625,0.1,0.8864353914096852,2.017127860992332,2017,3433,0
0.125,0.1,0.9061417983765584,4.896888407005463,5558,8254,0
0.25,0.1,0.9131907019334408,5.123345601008623,5800,13776,0
0.5,0.1,0.9171109987695418,5.065447885994217,5800,15660,0
