gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.5186446886446885,0.08017588898655958,57,80,0
0.001953125,0.01,0.5284004884004884,0.09105099800217431,64,102,0
0.00390625,0.01,0.5504639804639805,0.11920179300068412,101,188,0
0.0078125,0.01,0.6061660561660562,0.23574688300141133,260,449,0
0.015625,0.01,0.6438339438339438,0.7173049250122858,913,1289,0
0.03125,0.01,0.6714774114774116,2.845028994997847,2634,3720,0
0.0625,0.01,0.6923809523809524,3.8221010970009957,4521,6765,0
0.125,0.01,0.6858485958485958,4.1092720909946365,4981,9276,0
0.25,0.01,0.6766056166056166,4.671576395005104,5000,9150,0
0.5,0.01,0.6558913308913308,4.505693112005247,5000,9150,0
