gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.8552111950549451,0.1026179839973338,79,135,0
0.001953125,0.01,0.8567994505494505,0.09751335201144684,77,131,0
0.00390625,0.01,0.8584413633241758,0.10256079799728468,84,172,0
0.0078125,0.01,0.8609417925824174,0.11128766699403059,98,205,0
0.015625,0.01,0.866447029532967,0.15076643200882245,151,290,0
0.03125,0.01,0.8809666895604396,0.34984286900726147,393,698,0
0.0625,0.01,0.8865255837912088,1.4801467460056301,1694,2237,0
0.125,0.01,0.8599330357142857,4.25206177799555,4836,6038,0
0.25,0.01,0.8695054945054944,4.957137628007331,5800,10643,0
0.5,0.01,0.8792711195054945,4.784442616000888,5800,10614,0
