gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.7152153543590852,0.08560318799572997,60,82,0
0.001953125,0.01,0.7168422244874844,0.08635745299397968,67,121,0
0.00390625,0.01,0.720291601025546,0.10777183198661078,95,185,0
0.0078125,0.01,0.7267990815391427,0.20460177298809867,214,380,0
0.015625,0.01,0.7435517252031014,0.6121963449986652,700,1098,0
0.03125,0.01,0.7611898804559356,2.2727480809990084,2049,2798,0
0.0625,0.01,0.7713938570207682,6.976431568007683,3961,5199,0
0.125,0.01,0.7793222747351187,4.392309610004304,4919,9499,0
0.25,0.01,0.7797907721455122,5.468696504001855,5000,9153,0
0.5,0.01,0.7520824967308146,7.182538159991964,5000,9150,0
