gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.1,0.5615934627170582,0.6434136079915334,505,479,0
0.001953125,0.1,0.5607763023493362,0.6397367009922164,506,477,0
0.00390625,0.1,0.5641777323799796,0.6714494070038199,518,514,0
0.0078125,0.1,0.566802860061287,0.711602027004119,585,688,0
0.015625,0.1,0.5653626149131767,1.2447258489992237,1277,2219,0
0.03125,0.1,0.5640449438202247,3.795089569000993,3475,7044,0
0.0625,0.1,0.5510214504596527,4.255620419004117,4892,10804,0
0.125,0.1,0.5459754851889683,4.924540022999281,5000,13591,0
0.25,0.1,0.5458222676200204,5.646065325010568,5000,13503,0
0.5,0.1,0.5075434116445353,5.41994143500051,5000,13500,0
