gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.4706026557711952,0.08419784800207708,60,88,0
0.001953125,0.01,0.4716445352400408,0.09743799299758393,77,131,0
0.00390625,0.01,0.47217568947906025,0.13843492200248875,131,247,0
0.0078125,0.01,0.4776302349336057,0.31449820700800046,364,619,0
0.015625,0.01,0.4833401430030643,1.1820684760023141,1336,1984,0
0.03125,0.01,0.48766087844739536,3.517576929007191,3445,4694,0
0.0625,0.01,0.485658835546476,4.231868258997565,4889,9061,0
0.125,0.01,0.4870480081716037,4.481367993997992,5000,9159,0
0.25,0.01,0.48960674157303374,5.027572780003538,5000,9151,0
0.5,0.01,0.4852502553626149,4.625485320008011,5000,9150,0
