gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.1,0.8279466852513285,0.6665854979946744,589,570,0
0.001953125,0.1,0.830589191857595,0.6766570900072111,590,574,0
0.00390625,0.1,0.8354967041263757,0.6643864619982196,587,566,0
0.0078125,0.1,0.8468604504844597,0.6720444999955362,593,590,0
0.015625,0.1,0.8665776151619866,0.670832068004529,605,630,0
0.03125,0.1,0.8968744857759581,0.7011635219969321,650,777,0
0.0625,0.1,0.9309657248502097,1.0212558240018552,1062,1720,0
0.125,0.1,0.9380801657132348,4.212100992008345,3305,5293,0
0.25,0.1,0.9357570829824511,4.442702246000408,5678,8659,0
0.5,0.1,0.9402774147961012,4.449026162998052,5800,14079,0
