gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.49633073915563836,0.10311549199104775,62,98,0
0.001953125,0.01,0.49106427064961333,0.10406938300002366,69,112,0
0.00390625,0.01,0.4903489189555866,0.1500039380043745,113,214,0
0.0078125,0.01,0.4884372032215494,0.3665302180015715,340,570,0
0.015625,0.01,0.4870681680829808,1.1656356530002085,1197,1776,0
0.03125,0.01,0.49816845299029344,4.133496201000526,3373,4612,0
0.0625,0.01,0.5081833767066688,4.795341287011979,4924,9331,0
0.125,0.01,0.5014738711626932,5.002722842997173,5000,9156,0
0.25,0.01,0.501788379235067,5.998354402996483,5000,9150,0
0.5,0.01,0.462172695765858,5.079239889004384,5000,9150,0
