gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.1,0.7427973248037218,0.7458871370035922,592,589,0
0.001953125,0.1,0.7473335271881362,0.7544612470082939,589,585,0
0.00390625,0.1,0.7529630706600756,0.7758145749976393,589,595,0
0.0078125,0.1,0.7662111078801976,0.7626678699889453,602,618,0
0.015625,0.1,0.797022390229718,0.7698601809970569,611,651,0
0.03125,0.1,0.8387670834544925,0.8492233809956815,735,937,0
0.0625,0.1,0.8933527188136086,1.951666427004966,2006,3295,0
0.125,0.1,0.9142890375109044,4.830656958991312,5561,8242,0
0.25,0.1,0.9200348938644954,5.035266331004095,5800,13632,0
0.5,0.1,0.9231288165164292,5.265317209996283,5800,15660,0
