gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.40990231990231996,0.07723695800814312,60,94,0
0.001953125,0.01,0.416068376068376,0.08511638399795629,77,138,0
0.00390625,0.01,0.42361416361416365,0.12848255901189987,131,245,0
0.0078125,0.01,0.43700854700854697,0.2934927769965725,364,621,0
0.015625,0.01,0.4511965811965812,1.0918059079995146,1336,1948,0
0.03125,0.01,0.4681807081807082,3.2065599439956713,3446,4626,0
0.0625,0.01,0.4765934065934066,3.8953167580039008,4888,9056,0
0.125,0.01,0.4876190476190476,4.279551109997556,5000,9162,0
0.25,0.01,0.4943101343101343,4.792374808006571,5000,9151,0
0.5,0.01,0.46788766788766795,4.483252072008327,5000,9150,0
