gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.7063736263736264,0.09196237599826418,60,87,0
0.001953125,0.01,0.7077411477411477,0.09195923499646597,67,129,0
0.00390625,0.01,0.7088888888888889,0.12088119600957725,95,185,0
0.0078125,0.01,0.714053724053724,0.21390240899927448,214,387,0
0.015625,0.01,0.73008547008547,0.6015668640029617,699,1108,0
0.03125,0.01,0.7433699633699634,2.287192331001279,2049,2767,0
0.0625,0.01,0.7486080586080586,3.7779679670056794,3960,5147,0
0.125,0.01,0.7564468864468863,4.923261960997479,4919,9496,0
0.25,0.01,0.7603663003663004,6.081206486996962,5000,9153,0
0.5,0.01,0.7371550671550671,5.8424364929960575,5000,9150,0
