gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.1,0.4839121552604699,0.646746376005467,505,459,0
0.001953125,0.1,0.4843820224719101,0.6380249149951851,506,486,0
0.00390625,0.1,0.4895301327885597,0.6561990219925065,518,525,0
0.0078125,0.1,0.4924719101123596,0.7037882410077145,585,686,0
0.015625,0.1,0.49799795709908073,1.2969716340012383,1277,2291,0
0.03125,0.1,0.5072931562819203,3.6855724320048466,3476,7042,0
0.0625,0.1,0.5108580183861082,4.522287512998446,4894,10777,0
0.125,0.1,0.5199489274770174,4.825478878003196,5000,13566,0
0.25,0.1,0.5272931562819203,6.086026937991846,5000,13503,0
0.5,0.1,0.5172420837589377,5.2532975590002025,5000,13500,0
