gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.8849058014354066,0.10697250399971381,81,138,0
0.001953125,0.01,0.8873355263157895,0.09950196900172159,77,119,0
0.00390625,0.01,0.8920579146730463,0.10332269499485847,85,175,0
0.0078125,0.01,0.8980512360446572,0.1166106909950031,95,202,0
0.015625,0.01,0.9046924840510366,0.16010194600676186,155,318,0
0.03125,0.01,0.9146481259968101,0.3507611620007083,391,692,0
0.0625,0.01,0.9126918859649122,1.4740368749917252,1691,2242,0
0.125,0.01,0.8753239633173844,4.394543824004359,4836,6029,0
0.25,0.01,0.884507077352472,4.7629434340051375,5800,10622,0
0.5,0.01,0.890201355661882,4.759367646998726,5800,10614,0
