category,seed,method,auroc,average_precision,threshold,test_fpr,test_tpr,false_positives,true_positives,test_normal,test_anomaly,threshold_calibration_count,threshold_calibration_fpr
screw,2,PatchScore_same_centers,0.7944250871080138,0.924670294436464,5.478140115737915,0.04878048780487805,0.31932773109243695,2,38,41,119,64,0.03125
screw,2,PatchScore_byte_budget,0.959007993441279,0.986551427602884,3.347238779067993,0.0,0.6974789915966386,0,83,41,119,64,0.03125
screw,2,RBF_SVDD,0.5923344947735192,0.7581566212365829,0.05426997524085678,0.0,0.0,0,0,41,119,64,0.03125
screw,2,DeepSVDD_head,0.5460135273621645,0.801069996927685,0.012915472849272192,0.04878048780487805,0.17647058823529413,2,21,41,119,64,0.03125
screw,2,DROCC_head,0.8735396597663456,0.9490505737762621,-4.066708640948491e-07,0.0,0.1092436974789916,0,13,41,119,64,0.03125
screw,2,Bubble_A,0.8307030129124822,0.9264865167452908,7.601357637963151,0.024390243902439025,0.15126050420168066,1,18,41,119,64,0.03125
screw,2,Bubble_B,0.8233244517319123,0.9230019355917638,7.301545631234181,0.024390243902439025,0.15966386554621848,1,19,41,119,64,0.03125
screw,2,Bubble_A+D,0.7966796474687436,0.906670521426188,11.147401234820641,0.0,0.11764705882352941,0,14,41,119,64,0.03125
screw,2,Bubble_B+D,0.7921705267472843,0.9037018249797517,11.21904394051058,0.024390243902439025,0.12605042016806722,1,15,41,119,64,0.03125
