gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.6865833203307848,0.09090120600012597,60,87,0
0.001953125,0.01,0.6890212981744421,0.09651254300842993,67,126,0
0.00390625,0.01,0.6959158995163052,0.12093267199816182,95,185,0
0.0078125,0.01,0.7078034794819785,0.22330738499294966,214,388,0
0.015625,0.01,0.7315981432360743,0.6558487129950663,700,1108,0
0.03125,0.01,0.7579380558589484,2.656045001000166,2050,2790,0
0.0625,0.01,0.7737459041972227,4.401786564994836,3962,5161,0
0.125,0.01,0.7815084256514278,4.931026548001682,4919,9503,0
0.25,0.01,0.7808404197222656,4.643940616995678,5000,9153,0
0.5,0.01,0.7625360820720862,4.8304841429926455,5000,9150,0
