gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.5512952499521165,0.07552735500212293,65,99,0
0.001953125,0.01,0.5545034476153994,0.07210773699625861,68,104,0
0.00390625,0.01,0.5684136180808275,0.07725667400518432,73,143,0
0.0078125,0.01,0.5886683585520016,0.0887085720023606,89,214,0
0.015625,0.01,0.6484868799080636,0.12588164600310847,144,338,0
0.03125,0.01,0.7818066462363533,0.2699446769984206,360,652,0
0.0625,0.01,0.8999832407584755,1.0291565660008928,1465,1996,0
0.125,0.01,0.9364106493009002,3.3087954000075115,4488,5569,0
0.25,0.01,0.946119038498372,3.745475408009952,5399,9982,0
0.5,0.01,0.9526431718061675,3.7642906879918883,5400,9882,0
