gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.9143885979741336,0.08192529599182308,70,124,0
0.001953125,0.01,0.9200648716997212,0.08149735699407756,76,143,0
0.00390625,0.01,0.926208441567366,0.0835012600000482,80,162,0
0.0078125,0.01,0.9278577220687475,0.08753356499073561,82,169,0
0.015625,0.01,0.9481988482524498,0.11785769800189883,129,299,0
0.03125,0.01,0.9835484269987218,0.27362906899361406,360,672,0
0.0625,0.01,0.9981583034401242,1.0240937690105056,1450,2027,0
0.125,0.01,0.9990928957242403,3.486766661008005,4259,5385,0
0.25,0.01,0.9984056955153314,4.103627958000288,5796,10320,0
0.5,0.01,0.9973886392061463,4.1179260189965134,5800,10614,0
