gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.5779005524861879,0.0745377190032741,63,97,0
0.001953125,0.01,0.5820761849374818,0.07114292099140584,65,106,0
0.00390625,0.01,0.5937307356789765,0.07699436700204387,70,153,0
0.0078125,0.01,0.6157022390229718,0.08650679398851935,88,205,0
0.015625,0.01,0.6689619075312591,0.12375372000678908,143,334,0
0.03125,0.01,0.789462052922361,0.2615790550044039,361,655,0
0.0625,0.01,0.891387031113696,1.065571140992688,1469,2006,0
0.125,0.01,0.9212445478336726,3.446734724988346,4487,5586,0
0.25,0.01,0.9355626635649897,3.7790844179980922,5399,9991,0
0.5,0.01,0.9464495492875836,3.8522919779934455,5400,9882,0
