gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.1,0.47550319862693086,0.6252104259910993,505,477,0
0.001953125,0.1,0.47470354189421127,0.6304805499967188,506,503,0
0.00390625,0.1,0.47942346699953187,0.6636123540083645,518,530,0
0.0078125,0.1,0.48017436417537834,0.7117794239893556,585,682,0
0.015625,0.1,0.482027227336558,1.3155702320073033,1277,2194,0
0.03125,0.1,0.48809291621157747,3.544104361993959,3475,7137,0
0.0625,0.1,0.48533312529255734,4.2356949749955675,4892,10769,0
0.125,0.1,0.4871957403651116,4.771530952013563,5000,13574,0
0.25,0.1,0.4894630597597129,6.515411939006299,5000,13503,0
0.5,0.1,0.47082715712279605,5.920155697996961,5000,13500,0
