gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.5409661630134072,0.0860548359923996,60,98,0
0.001953125,0.01,0.5476038468164452,0.09952113700273912,77,145,0
0.00390625,0.01,0.5540084516462469,0.13899357100308407,131,242,0
0.0078125,0.01,0.5604839935548597,0.3168169550044695,364,643,0
0.015625,0.01,0.5651253052827856,1.1886806940019596,1338,1950,0
0.03125,0.01,0.5695132703006719,3.6396216370048933,3445,4672,0
0.0625,0.01,0.5719048632434459,4.39191477499844,4888,9068,0
0.125,0.01,0.5705874603512399,4.680003653003951,5000,9162,0
0.25,0.01,0.5684492141185055,5.379844492999837,5000,9151,0
0.5,0.01,0.5439708549944772,4.931754577002721,5000,9150,0
