gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.8949572649572649,0.08261661199503578,70,130,0
0.001953125,0.01,0.903101343101343,0.08234151799115352,73,177,0
0.00390625,0.01,0.9104639804639804,0.08387466000567656,81,145,0
0.0078125,0.01,0.9182905982905982,0.08763759798603132,87,187,0
0.015625,0.01,0.9349938949938951,0.12259092499152757,131,280,0
0.03125,0.01,0.9667277167277167,0.2623330850037746,360,638,0
0.0625,0.01,0.9851282051282051,0.9995825600053649,1452,2035,0
0.125,0.01,0.9877533577533578,3.3912896560068475,4269,5403,0
0.25,0.01,0.9867643467643468,3.966593526987708,5796,10317,0
0.5,0.01,0.9854456654456654,3.980307953999727,5800,10614,0
