gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.5112696794653981,0.0741217670001788,60,96,0
0.001953125,0.01,0.5132569322171768,0.08915857500687707,77,137,0
0.00390625,0.01,0.5162532563144184,0.13184110200381838,131,251,0
0.0078125,0.01,0.5232446792079819,0.3067742779967375,364,617,0
0.015625,0.01,0.5278472801408581,1.0748015220015077,1337,1984,0
0.03125,0.01,0.5345709902284825,3.3744067369989352,3445,4675,0
0.0625,0.01,0.5425097045892153,4.017564487003256,4888,9082,0
0.125,0.01,0.5439512350827336,4.310784744011471,5000,9160,0
0.25,0.01,0.5439100484972045,4.933625411009416,5000,9151,0
0.5,0.01,0.5398943564081179,4.440851968000061,5000,9150,0
