category,seed,method,auroc,average_precision,threshold,test_fpr,test_tpr,false_positives,true_positives,test_normal,test_anomaly,threshold_calibration_count,threshold_calibration_fpr
zipper,0,PatchScore_same_centers,0.9894957983193278,0.9971643898920284,1.580122947692871,0.09375,0.9747899159663865,3,116,32,119,48,0.020833333333333332
zipper,0,PatchScore_byte_budget,0.9957983193277311,0.9988586699435735,1.2650089263916016,0.125,0.9915966386554622,4,118,32,119,48,0.020833333333333332
zipper,0,RBF_SVDD,0.8101365546218487,0.9484012240377352,0.04642258176737486,0.03125,0.5378151260504201,1,64,32,119,48,0.020833333333333332
zipper,0,DeepSVDD_head,0.9495798319327731,0.9854768049444178,0.01395132695324719,0.03125,0.6302521008403361,1,75,32,119,48,0.020833333333333332
zipper,0,DROCC_head,0.37473739495798325,0.7359937836449418,-0.02194795710965991,0.0,0.008403361344537815,0,1,32,119,48,0.020833333333333332
zipper,0,Bubble_B,0.9032300420168067,0.9434786810997151,7.363123987053076,0.0625,0.2184873949579832,2,26,32,119,48,0.020833333333333332
zipper,0,Bubble_BA,0.9034926470588235,0.943548440681378,14.744287744085081,0.0625,0.21008403361344538,2,25,32,119,48,0.020833333333333332
zipper,0,Bubble_BAD,0.8103991596638656,0.895318032285717,20.406524020399,0.0625,0.06722689075630252,2,8,32,119,48,0.020833333333333332
zipper,0,Bubble_BAF,0.8988970588235294,0.941036989489785,15.013264664321145,0.0625,0.2184873949579832,2,26,32,119,48,0.020833333333333332
zipper,0,NBD,0.8027836134453782,0.8924142668685011,20.971301059616582,0.0625,0.058823529411764705,2,7,32,119,48,0.020833333333333332
