gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.5552866887905604,0.0757873069960624,57,80,0
0.001953125,0.01,0.5636753318584071,0.07838430099945981,64,103,0
0.00390625,0.01,0.5828954646017699,0.10483252198901027,101,201,0
0.0078125,0.01,0.625852691740413,0.23319030400307383,260,448,0
0.015625,0.01,0.6531618731563421,0.8120611100021051,913,1280,0
0.03125,0.01,0.6749516039823009,2.845223344003898,2635,3750,0
0.0625,0.01,0.6932038163716814,3.850796665006783,4519,6637,0
0.125,0.01,0.6867740597345132,4.108583699999144,4981,9273,0
0.25,0.01,0.677734375,5.042822659990634,5000,9150,0
0.5,0.01,0.6598854627581121,4.850907924002968,5000,9150,0
