gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.4272252987826688,0.08675505800056271,60,87,0
0.001953125,0.01,0.43354012752994,0.09635751300083939,77,133,0
0.00390625,0.01,0.4414336634640289,0.14113707399519626,131,253,0
0.0078125,0.01,0.4491051936999716,0.320238532993244,364,616,0
0.015625,0.01,0.4584787676217023,1.1064880149933742,1336,1934,0
0.03125,0.01,0.46870336338632695,3.8549916570045752,3444,4664,0
0.0625,0.01,0.4727117996028565,4.216450110005098,4889,9103,0
0.125,0.01,0.4816290284783976,4.507230090006487,5000,9165,0
0.25,0.01,0.4896335672615597,5.2946927809971385,5000,9152,0
0.5,0.01,0.47287830387646623,4.812717110005906,5000,9150,0
