gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.9166152547326039,0.09273356199264526,71,103,0
0.001953125,0.01,0.9173729042872141,0.09008455999719445,73,111,0
0.00390625,0.01,0.91989479494756,0.09493603299779352,77,121,0
0.0078125,0.01,0.925891049994047,0.10133236199908424,85,165,0
0.015625,0.01,0.9349395503891073,0.1283941949950531,119,245,0
0.03125,0.01,0.9538916128194306,0.2567230939894216,284,532,0
0.0625,0.01,0.9740234438419327,0.9491664630040759,1187,1674,0
0.125,0.01,0.9663928304705004,3.9555030780029483,4089,5145,0
0.25,0.01,0.9576798605924819,4.756201819996932,5794,10015,0
0.5,0.01,0.9609052829821086,4.756138466997072,5800,10614,0
