gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.5091419816138918,0.10203770300722681,63,96,0
0.001953125,0.01,0.4983248212461696,0.10707216999435332,69,110,0
0.00390625,0.01,0.48794688457609803,0.1508414760028245,112,209,0
0.0078125,0.01,0.48390194075587334,0.35836419300176203,340,558,0
0.015625,0.01,0.4882328907048009,1.2101901080022799,1197,1823,0
0.03125,0.01,0.5025331971399387,3.964652616006788,3370,4638,0
0.0625,0.01,0.5186721144024515,4.9542666069901315,4925,9328,0
0.125,0.01,0.5241573033707865,4.802337382003316,5000,9156,0
0.25,0.01,0.522114402451481,5.628626402991358,5000,9150,0
0.5,0.01,0.49045454545454553,5.248420868010726,5000,9150,0
