gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.1,0.6064713064713065,0.5813670830102637,505,501,0
0.001953125,0.1,0.6092185592185593,0.6006024230009643,508,532,0
0.00390625,0.1,0.6130402930402931,0.60843721999845,517,538,0
0.0078125,0.1,0.6221489621489622,0.6124070339865284,548,622,0
0.015625,0.1,0.6441269841269841,0.8805404899903806,931,1497,0
0.03125,0.1,0.6715995115995116,2.7349175110139186,2664,4605,0
0.0625,0.1,0.6922222222222223,3.737395802992978,4557,6988,0
0.125,0.1,0.6857875457875457,4.12461482200888,4982,11870,0
0.25,0.1,0.6766422466422466,4.987818381006946,5000,13525,0
0.5,0.1,0.6553174603174603,4.99448673799634,5000,13500,0
