gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.48384908545986016,0.07543022200115956,57,78,0
0.001953125,0.01,0.49681175150162193,0.08069282300129998,64,100,0
0.00390625,0.01,0.5198263422094501,0.10797665501013398,101,195,0
0.0078125,0.01,0.5703326385377224,0.22071969399985392,260,442,0
0.015625,0.01,0.6060015540398871,0.7184287249983754,914,1265,0
0.03125,0.01,0.6286091343011138,2.8352504770009546,2633,3728,0
0.0625,0.01,0.6444825417185709,4.014489477005554,4521,6772,0
0.125,0.01,0.6399437585564696,4.057109642002615,4981,9276,0
0.25,0.01,0.6384020523193429,4.705922056004056,5000,9150,0
0.5,0.01,0.612217713587982,4.631054815006792,5000,9150,0
