gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.4937551858159745,0.07536073800292797,55,77,0
0.001953125,0.01,0.4944211537621731,0.08919487500679679,67,113,0
0.00390625,0.01,0.49176819948469364,0.11677353500272147,103,189,0
0.0078125,0.01,0.49954146469278127,0.29940691399679054,338,537,0
0.015625,0.01,0.4998034848683349,1.0565875449974556,1270,1951,0
0.03125,0.01,0.49189920957247046,3.631904385998496,3437,4661,0
0.0625,0.01,0.48222629809161976,4.400887933996273,4886,9297,0
0.125,0.01,0.47938774618978997,6.592505238993908,5000,9150,0
0.25,0.01,0.4815439538844491,5.486351289990125,5000,9150,0
0.5,0.01,0.48745032534171806,6.455076701007783,5000,9150,0
