gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.1,0.44259104809563526,0.8143204910011264,504,493,0
0.001953125,0.1,0.43211935872486334,0.8257406000047922,508,505,0
0.00390625,0.1,0.41888816812364216,0.8496051200054353,524,554,0
0.0078125,0.1,0.4037109113561713,0.8864903909998247,593,705,0
0.015625,0.1,0.40000411865855284,1.716032088996144,1417,2504,0
0.03125,0.1,0.42076215776521586,4.687771298005828,4093,6270,0
0.0625,0.1,0.41290581657554126,5.997151421994204,4999,10941,0
0.125,0.1,0.3899854817286009,6.075363911004388,5000,13585,0
0.25,0.1,0.3789680700995685,7.129288121999707,5000,13503,0
0.5,0.1,0.42813970489811465,6.008506739992299,5000,13500,0
