gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.1,0.7398365679264556,0.7398461059929105,502,476,0
0.001953125,0.1,0.743003064351379,0.7310685749980621,506,504,0
0.00390625,0.1,0.7477221654749744,0.7197491510014515,509,526,0
0.0078125,0.1,0.7560163432073543,0.7864969090005616,537,598,0
0.015625,0.1,0.7644433094994894,0.9736102030001348,747,1080,0
0.03125,0.1,0.7795301327885598,3.7269527280004695,2069,3916,0
0.0625,0.1,0.7883146067415732,5.513932936999481,3992,7130,0
0.125,0.1,0.7915526046986721,7.98749267499079,4924,11122,0
0.25,0.1,0.7881307456588356,6.36801799001114,5000,13502,0
0.5,0.1,0.7613125638406537,6.563367541006301,5000,13500,0
