gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.6982075986893431,0.08226550000836141,72,83,0
0.001953125,0.01,0.7076669527227337,0.07646612101234496,72,90,0
0.00390625,0.01,0.7293942112654079,0.08165054499113467,77,107,0
0.0078125,0.01,0.7808062880324544,0.07893870898988098,77,113,0
0.015625,0.01,0.8543161959744109,0.08280992599611636,82,140,0
0.03125,0.01,0.938865267592448,0.10090254399983678,111,220,0
0.0625,0.01,0.9908917147760962,0.17258928500814363,225,493,0
0.125,0.01,0.9996489311905133,0.40807453100569546,621,1111,0
0.25,0.01,0.9998927289748791,1.045789170995704,1597,2394,0
0.5,0.01,0.9998439694180059,3.28880538699741,3676,4776,0
