category,seed,method,auroc,average_precision,threshold,test_fpr,test_tpr,false_positives,true_positives,test_normal,test_anomaly,threshold_calibration_count,threshold_calibration_fpr
transistor,2,PatchScore_same_centers,0.9908333333333333,0.9874460305166828,3.315906047821045,0.1,0.925,6,37,60,40,44,0.022727272727272728
transistor,2,PatchScore_byte_budget,0.9995833333333333,0.9993902439024391,2.827054500579834,0.11666666666666667,1.0,7,40,60,40,44,0.022727272727272728
transistor,2,RBF_SVDD,0.6729166666666666,0.6810849754698876,0.043332155705569406,0.016666666666666666,0.25,1,10,60,40,44,0.022727272727272728
transistor,2,DeepSVDD_head,0.81,0.8118548765447977,0.040797833586111665,0.0,0.175,0,7,60,40,44,0.022727272727272728
transistor,2,DROCC_head,0.5,0.4,0.07851038873195648,0.0,0.0,0,0,60,40,44,0.0
transistor,2,Bubble_B,0.9550000000000001,0.9544818392867515,6.249624585599557,0.016666666666666666,0.8,1,32,60,40,44,0.022727272727272728
transistor,2,Bubble_BA,0.9520833333333334,0.9521057105839971,12.532404214184362,0.016666666666666666,0.825,1,33,60,40,44,0.022727272727272728
transistor,2,Bubble_BAD,0.8958333333333333,0.9021075030142202,16.148788956371156,0.016666666666666666,0.65,1,26,60,40,44,0.022727272727272728
transistor,2,Bubble_BAF,0.96,0.9540927001534198,15.151403614369727,0.0,0.775,0,31,60,40,44,0.022727272727272728
transistor,2,NBD,0.8970833333333333,0.9035248096226414,18.304556421935544,0.016666666666666666,0.7,1,28,60,40,44,0.022727272727272728
