gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.43158324821246163,0.1031781060009962,62,105,0
0.001953125,0.01,0.42734422880490297,0.11358168300648686,70,110,0
0.00390625,0.01,0.4271910112359551,0.16101308701036032,120,235,0
0.0078125,0.01,0.4328600612870276,0.38280889599991497,354,568,0
0.015625,0.01,0.4543922369765066,1.8478236039954936,1420,2085,0
0.03125,0.01,0.4794790602655771,6.996704558987403,4096,5415,0
0.0625,0.01,0.49728294177732374,5.74911825399613,4998,9263,0
0.125,0.01,0.4977119509703779,5.447839061002014,5000,9163,0
0.25,0.01,0.49557711950970373,6.391101076005725,5000,9150,0
0.5,0.01,0.4699897854954035,5.420877676006057,5000,9150,0
