gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.9330758515892111,0.07280714200169314,71,116,0
0.001953125,0.01,0.9378139377822802,0.06868636900617275,71,128,0
0.00390625,0.01,0.9445464522392469,0.07383033899532165,78,147,0
0.0078125,0.01,0.949126250474864,0.07943495499785058,89,197,0
0.015625,0.01,0.966231902410198,0.10463589600112755,132,298,0
0.03125,0.01,0.9899328859060401,0.2656156050070422,362,686,0
0.0625,0.01,0.9989658520113124,0.9083216680010082,1457,2009,0
0.125,0.01,0.9992296652737327,3.0560985629999777,4260,5383,0
0.25,0.01,0.9983432527120004,3.596000024001114,5795,10347,0
0.5,0.01,0.9975518129247393,3.6581378069968196,5800,10614,0
