gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.1,0.6395347484733934,0.5393100310029695,546,542,0
0.001953125,0.1,0.6455597557429485,0.5523154139955295,548,549,0
0.00390625,0.1,0.6586449549287583,0.5431554860115284,550,560,0
0.0078125,0.1,0.68353591160221,0.5648524809948867,555,575,0
0.015625,0.1,0.7365396917708636,0.5684631319891196,564,609,0
0.03125,0.1,0.815725501599302,0.6228842269920278,641,832,0
0.0625,0.1,0.8969700494329746,1.2116771459986921,1484,2464,0
0.125,0.1,0.9352835126490259,3.665778231996228,4557,7729,0
0.25,0.1,0.9469264321023553,3.922768246004125,5399,12438,0
0.5,0.1,0.9565106135504506,4.230074025996146,5400,14574,0
