gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.1,0.6132206473855584,0.5615811809984734,549,532,0
0.001953125,0.1,0.618248419842942,0.5449581129942089,548,538,0
0.00390625,0.1,0.6316199004022218,0.5654146689921618,551,547,0
0.0078125,0.1,0.6552743727255315,0.5585450840007979,561,580,0
0.015625,0.1,0.7123156483432292,0.5737237370049115,564,610,0
0.03125,0.1,0.8078433250335184,0.6214188800076954,638,791,0
0.0625,0.1,0.9002705420417545,1.186266892007552,1480,2478,0
0.125,0.1,0.9363867075272936,3.525651130999904,4555,7703,0
0.25,0.1,0.9459394751963226,3.94797268100956,5399,12424,0
0.5,0.1,0.9524516376173148,4.2025064369954634,5400,14581,0
