gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.1,0.7033433210803242,0.6587727479927707,503,485,0
0.001953125,0.1,0.7137326372800379,0.6778768340009265,508,511,0
0.00390625,0.1,0.7196635055962273,0.6362251630052924,508,499,0
0.0078125,0.1,0.7246779723843945,0.6525782169919694,545,588,0
0.015625,0.1,0.7292084967925947,0.9108378999953857,881,1343,0
0.03125,0.1,0.7345627529113767,2.315085285998066,2377,3992,0
0.0625,0.1,0.7414409126947353,3.9631729050015565,4105,7308,0
0.125,0.1,0.7455595712476446,4.539706789990305,4932,11680,0
0.25,0.1,0.7484786704970191,5.213571502012201,5000,13520,0
0.5,0.1,0.7262945458664112,5.244135180997546,5000,13500,0
