gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.1,0.6453728294177732,1.631940694001969,504,476,0
0.001953125,0.1,0.6733094994892748,1.5571872650034493,505,482,0
0.00390625,0.1,0.7036670071501532,1.2227306419954402,512,509,0
0.0078125,0.1,0.7266802860061287,0.9209901189897209,535,565,0
0.015625,0.1,0.7418794688457611,1.4234238930075662,802,1272,0
0.03125,0.1,0.752829417773238,2.6168056839960627,2244,3839,0
0.0625,0.1,0.7533299284984678,7.552351837002789,4280,6755,0
0.125,0.1,0.7537895812053116,6.237037512008101,4986,11858,0
0.25,0.1,0.7526455566905005,6.7332831700041424,5000,13498,0
0.5,0.1,0.6937691521961185,6.8640953520080075,5000,13489,0
