gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.1,0.47114774114774116,0.7416672580002341,505,479,0
0.001953125,0.1,0.464053724053724,0.8150375300028827,507,490,0
0.00390625,0.1,0.454981684981685,0.8641898200003197,521,510,0
0.0078125,0.1,0.4528083028083028,0.8996314240066567,576,649,0
0.015625,0.1,0.45678876678876673,1.3205001260066638,1209,1941,0
0.03125,0.1,0.4722222222222222,4.01906084199436,3399,7022,0
0.0625,0.1,0.48851037851037854,4.872998753009597,4932,10821,0
0.125,0.1,0.49322344322344325,5.215810110006714,5000,13607,0
0.25,0.1,0.4951648351648352,6.290932485993835,5000,13512,0
0.5,0.1,0.4942002442002443,5.591619162005372,5000,13500,0
