gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.1,0.8615666666666667,0.6439538830018137,591,588,0
0.001953125,0.1,0.8641222222222222,0.6466037829959532,592,592,0
0.00390625,0.1,0.8689777777777778,0.6456408480007667,589,582,0
0.0078125,0.1,0.8786222222222222,0.6505770689982455,591,584,0
0.015625,0.1,0.8954555555555556,0.6469118649984011,604,633,0
0.03125,0.1,0.9201444444444444,0.6771076290024212,648,808,0
0.0625,0.1,0.9475777777777777,0.9579235429991968,1066,1727,0
0.125,0.1,0.9530777777777778,3.569849820996751,3306,5243,0
0.25,0.1,0.9496111111111112,4.729181003000122,5673,8642,0
0.5,0.1,0.9509555555555556,4.316668865998508,5800,14014,0
