gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.1,0.5625501054527066,0.5809713760099839,505,494,0
0.001953125,0.1,0.5691732754474031,0.5989728449931135,508,514,0
0.00390625,0.1,0.5758457800416876,0.5933960219990695,517,515,0
0.0078125,0.1,0.5826539547848395,0.6324297800019849,548,613,0
0.015625,0.1,0.6062728943376213,0.9396334899938665,932,1505,0
0.03125,0.1,0.6286461352508048,2.915013949997956,2663,4632,0
0.0625,0.1,0.6444085398191887,3.808476152989897,4558,7017,0
0.125,0.1,0.6402644334537919,4.369133865999174,4982,12009,0
0.25,0.1,0.6391112371884211,5.190311411002767,5000,13525,0
0.5,0.1,0.6119155391655052,5.331350387001294,5000,13500,0
