method,auroc_mean,auroc_sd,ap_mean,ap_sd,fpr_mean,tpr_mean
PatchScore_same_centers,0.9585804263950041,0.002295173333251905,0.9867285664837038,0.0005216541151932478,0.11356767107795074,0.7927992443202972
PatchScore_byte_budget,0.9856564486647851,0.002055125451640706,0.995865636331096,0.0006177786554232953,0.13228124830048593,0.8708065150718669
RBF_SVDD,0.7820482383007518,0.002553682985369649,0.9045867452732121,0.0016630329676879361,0.06861490320865253,0.4526361785267638
DeepSVDD_head,0.8115018428179136,0.0017992340400978372,0.9124248354942424,0.0013437079047579662,0.08039457369865495,0.5000406432230594
DROCC_head,0.5724130754725221,0.03520527871135244,0.7695491400190518,0.0182650870310172,0.028836969104822977,0.14072419433148334
Bubble_A,0.8246699711192124,0.017546641931215898,0.9302846839290315,0.008580678707905492,0.10687365166752638,0.5159732015363155
Bubble_B,0.8270561546039693,0.018101924968736725,0.9319729324752263,0.008521853498679397,0.11782712163642285,0.5403615465044358
Bubble_A+D,0.7615969375542687,0.027219967997624855,0.8955360726202236,0.015983493005331504,0.09281632598516919,0.4124840895174094
Bubble_B+D,0.7564124607339907,0.0263591194305935,0.8918456575747257,0.015903697660678097,0.08996305616557428,0.41561019044037223
