gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.1,0.4890964590964591,0.6727244030043948,505,491,0
0.001953125,0.1,0.48177045177045175,0.6786906909983372,506,494,0
0.00390625,0.1,0.47593406593406595,0.6661634649935877,518,530,0
0.0078125,0.1,0.46720390720390714,0.7176983029930852,585,693,0
0.015625,0.1,0.4602930402930403,1.3310216659883736,1277,2267,0
0.03125,0.1,0.4542735042735043,3.6635831099993084,3475,7099,0
0.0625,0.1,0.4511599511599511,4.487169351996272,4892,10809,0
0.125,0.1,0.45455433455433447,4.855436153986375,5000,13567,0
0.25,0.1,0.45742979242979237,5.943134353001369,5000,13503,0
0.5,0.1,0.4358669108669109,5.40371631301241,5000,13500,0
