gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.7275155238031649,0.10027736499614548,74,121,0
0.001953125,0.01,0.7288509047205716,0.09760655899299309,76,130,0
0.00390625,0.01,0.7320939726628448,0.10015333000046667,78,147,0
0.0078125,0.01,0.7512376119573824,0.10497467099048663,88,178,0
0.015625,0.01,0.7881513558885529,0.14942732099734712,142,306,0
0.03125,0.01,0.8336496914316236,0.40026993000356015,447,768,0
0.0625,0.01,0.8863876992340637,1.74480621200928,1995,2606,0
0.125,0.01,0.906017798719942,4.69939260200772,5495,7449,0
0.25,0.01,0.9133719322008031,5.004807635996258,5800,10614,0
0.5,0.01,0.9175783820906342,4.963853655994171,5800,10614,0
