gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.7030541368743616,0.09182146299281158,60,83,0
0.001953125,0.01,0.706976506639428,0.10340532999543939,67,130,0
0.00390625,0.01,0.714555669050051,0.12480574300570879,95,189,0
0.0078125,0.01,0.7248621041879468,0.2315389610012062,214,394,0
0.015625,0.01,0.74170582226762,0.6636872340022819,699,1122,0
0.03125,0.01,0.7555669050051073,2.603975771999103,2048,2807,0
0.0625,0.01,0.7613483146067415,4.4193061200057855,3960,5151,0
0.125,0.01,0.7641368743615935,4.824867155999527,4919,9498,0
0.25,0.01,0.7606945863125638,5.121564962013508,5000,9153,0
0.5,0.01,0.7264708886618999,5.497720368992304,5000,9150,0
