gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.1,0.9165082570987287,0.7078925399982836,588,599,0
0.001953125,0.1,0.9176270246722902,0.699119836994214,588,586,0
0.00390625,0.1,0.9192309215476615,0.6995094860030804,591,598,0
0.0078125,0.1,0.9214090531068077,0.695256064995192,594,614,0
0.015625,0.1,0.9281810621361531,0.7202162049943581,606,639,0
0.03125,0.1,0.9390420181378956,0.7613135399878956,661,796,0
0.0625,0.1,0.9559126371232823,1.1897714249935234,1216,2020,0
0.125,0.1,0.9524870302166251,4.127492716012057,4143,6886,0
0.25,0.1,0.9415072670389291,4.910259447002318,5795,12289,0
0.5,0.1,0.9431210645122965,4.957172722992254,5800,15666,0
