category,seed,method,auroc,average_precision,threshold,test_fpr,test_tpr,false_positives,true_positives,test_normal,test_anomaly,threshold_calibration_count,threshold_calibration_fpr
hazelnut,1,PatchScore_same_centers,0.9960714285714286,0.9977588113173548,4.378870964050293,0.025,0.9571428571428572,1,67,40,70,79,0.0379746835443038
hazelnut,1,PatchScore_byte_budget,1.0,0.9999999999999998,3.925571918487549,0.025,1.0,1,70,40,70,79,0.0379746835443038
hazelnut,1,RBF_SVDD,0.8696428571428572,0.9380196666469427,0.046191043570409235,0.0,0.5714285714285714,0,40,40,70,79,0.0379746835443038
hazelnut,1,DeepSVDD_head,0.9235714285714286,0.9606647075886845,0.017830519005656242,0.025,0.6428571428571429,1,45,40,70,79,0.0379746835443038
hazelnut,1,DROCC_head,0.5,0.6363636363636364,-0.06454276293516159,0.0,0.0,0,0,40,70,79,0.0
hazelnut,1,Bubble_B,0.6914285714285714,0.8296626125408593,6.357242651383101,0.2,0.5,8,35,40,70,79,0.0379746835443038
hazelnut,1,Bubble_BA,0.6682142857142856,0.8200975233674047,12.570972677479368,0.2,0.5,8,35,40,70,79,0.0379746835443038
hazelnut,1,Bubble_BAD,0.5989285714285714,0.7714925035842986,14.357561979941897,0.275,0.42857142857142855,11,30,40,70,79,0.0379746835443038
hazelnut,1,Bubble_BAF,0.7935714285714286,0.8862508281363608,13.302111993176391,0.2,0.6714285714285714,8,47,40,70,79,0.0379746835443038
hazelnut,1,NBD,0.7007142857142856,0.8297974367515129,15.448545528537972,0.225,0.5285714285714286,9,37,40,70,79,0.0379746835443038
