gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.6536688790560472,0.09492551400035154,60,85,0
0.001953125,0.01,0.6618155420353982,0.1049147180019645,67,122,0
0.00390625,0.01,0.6758964786135693,0.13396398900658824,95,190,0
0.0078125,0.01,0.692765947640118,0.24642551998840645,214,388,0
0.015625,0.01,0.7202940634218289,0.6755353050102713,700,1110,0
0.03125,0.01,0.7421644542772861,2.644311080002808,2051,2771,0
0.0625,0.01,0.7581120943952803,4.373977309995098,3961,5161,0
0.125,0.01,0.7667542404129793,5.049406181991799,4919,9501,0
0.25,0.01,0.767578125,4.998220777997631,5000,9153,0
0.5,0.01,0.7435299133480826,5.073995487997308,5000,9150,0
