gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.5946174439904185,0.07493932401121128,63,97,0
0.001953125,0.01,0.5983396740406746,0.07213883999793325,65,113,0
0.00390625,0.01,0.6118665163684186,0.07761878499877639,70,154,0
0.0078125,0.01,0.6351744868723874,0.08727334700233769,87,189,0
0.015625,0.01,0.6911136160819126,0.1298745370004326,145,344,0
0.03125,0.01,0.80379033394392,0.27325615400332026,363,645,0
0.0625,0.01,0.9006035414024706,1.0218710119952448,1463,2015,0
0.125,0.01,0.9337396082851909,3.316060101991752,4485,5555,0
0.25,0.01,0.9417359447653938,3.896387804998085,5399,9983,0
0.5,0.01,0.9487929171950589,3.891525849001482,5400,9882,0
