category,seed,method,auroc,average_precision,threshold,test_fpr,test_tpr,false_positives,true_positives,test_normal,test_anomaly,threshold_calibration_count,threshold_calibration_fpr
zipper,2,PatchScore_same_centers,0.9884453781512605,0.9968813343397249,1.3083314895629883,0.25,0.9915966386554622,8,118,32,119,48,0.020833333333333332
zipper,2,PatchScore_byte_budget,0.9957983193277311,0.9988722630642759,1.2182632684707642,0.125,1.0,4,119,32,119,48,0.020833333333333332
zipper,2,RBF_SVDD,0.7933298319327732,0.9437095909494755,0.02670367628134064,0.1875,0.680672268907563,6,81,32,119,48,0.020833333333333332
zipper,2,DeepSVDD_head,0.9650735294117647,0.9898366969493316,0.010203301790170372,0.09375,0.8823529411764706,3,105,32,119,48,0.020833333333333332
zipper,2,DROCC_head,0.35294117647058826,0.7137183143903925,-0.032569920644164085,0.09375,0.04201680672268908,3,5,32,119,48,0.020833333333333332
zipper,2,Bubble_B,0.9810924369747899,0.9951185265770217,7.059408169006206,0.09375,0.957983193277311,3,114,32,119,48,0.020833333333333332
zipper,2,Bubble_BA,0.9795168067226891,0.994681865523303,14.117304125310042,0.09375,0.957983193277311,3,114,32,119,48,0.020833333333333332
zipper,2,Bubble_BAD,0.9516806722689075,0.9840927015474423,19.753464159331394,0.125,0.8823529411764706,4,105,32,119,48,0.020833333333333332
zipper,2,Bubble_BAF,0.9797794117647058,0.9948272830996452,14.597112002064167,0.09375,0.9663865546218487,3,115,32,119,48,0.020833333333333332
zipper,2,NBD,0.9540441176470588,0.9861099542930366,20.16341852413337,0.125,0.8823529411764706,4,105,32,119,48,0.020833333333333332
