gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.9022015660965429,0.07862146900151856,70,104,0
0.001953125,0.01,0.9064196742254872,0.07744964599260129,74,150,0
0.00390625,0.01,0.9155056773753015,0.0789186940091895,79,140,0
0.0078125,0.01,0.921177546008216,0.08588759599660989,88,183,0
0.015625,0.01,0.9410786462405972,0.11021364699990954,125,280,0
0.03125,0.01,0.9790416194010947,0.25506937799218576,354,645,0
0.0625,0.01,0.9959581052654765,0.996371471992461,1454,2020,0
0.125,0.01,0.9977312525468343,3.3686885240022093,4263,5397,0
0.25,0.01,0.9973567990836903,3.9872065920062596,5796,10330,0
0.5,0.01,0.9964757321115871,4.0079366940044565,5800,10614,0
