gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.5649675008325215,0.07603175500116777,64,98,0
0.001953125,0.01,0.5715413362276298,0.07256611199409235,64,105,0
0.00390625,0.01,0.5833569728289693,0.07856449000246357,70,151,0
0.0078125,0.01,0.6074692583776317,0.08838515999377705,87,206,0
0.015625,0.01,0.6663131020362856,0.12742413600790314,144,336,0
0.03125,0.01,0.7786356516483923,0.2639335100102471,362,645,0
0.0625,0.01,0.880400596948655,1.0237104709958658,1464,1994,0
0.125,0.01,0.915526831855351,3.492022210994037,4480,5587,0
0.25,0.01,0.932251261115702,4.091695745009929,5399,9988,0
0.5,0.01,0.942845866377237,4.044359412990161,5400,9882,0
