gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.1,0.4966884150026517,0.8365698109992081,504,480,0
0.001953125,0.1,0.4882891994227852,0.8880487240094226,508,504,0
0.00390625,0.1,0.4759308822259771,0.9883406909939367,524,548,0
0.0078125,0.1,0.46415224657432874,0.9409574330056785,593,709,0
0.015625,0.1,0.46658197560404047,1.993081869004527,1416,2510,0
0.03125,0.1,0.4984027923383367,5.304909768994548,4093,6532,0
0.0625,0.1,0.512685158919079,6.066976178000914,4999,10920,0
0.125,0.1,0.49819312029008755,6.366171464993386,5000,13584,0
0.25,0.1,0.49357416840365576,7.155915998999262,5000,13504,0
0.5,0.1,0.4897322364607358,6.463018925001961,5000,13500,0
