gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.7278651685393259,0.09806085699528921,60,90,0
0.001953125,0.01,0.7284780388151174,0.10415682299935725,67,131,0
0.00390625,0.01,0.7339938712972421,0.1349787499930244,95,185,0
0.0078125,0.01,0.7420326864147089,0.24436946801142767,214,383,0
0.015625,0.01,0.762982635342186,0.7079081050032983,700,1123,0
0.03125,0.01,0.7795097037793668,2.568770993995713,2050,2794,0
0.0625,0.01,0.7883350357507661,4.387918324006023,3959,5151,0
0.125,0.01,0.7916036772216547,5.244350230001146,4919,9499,0
0.25,0.01,0.788120531154239,4.977362866004114,5000,9154,0
0.5,0.01,0.7617058222676201,5.0984917799942195,5000,9150,0
