gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.9194985535197686,0.08759320400713477,72,133,0
0.001953125,0.01,0.9248858887817422,0.08249784700456075,72,127,0
0.00390625,0.01,0.9281774349083896,0.08491481299279258,76,150,0
0.0078125,0.01,0.9291288974606237,0.09245305199874565,88,178,0
0.015625,0.01,0.9415879138540663,0.11791114498919342,124,266,0
0.03125,0.01,0.9666859530697525,0.27168268999957945,354,652,0
0.0625,0.01,0.9842108646737384,1.0483140739961527,1460,2052,0
0.125,0.01,0.9895853423336548,3.4827558060060255,4256,5376,0
0.25,0.01,0.9895467695274831,4.0870908470096765,5795,10317,0
0.5,0.01,0.9880810028929605,4.100217386003351,5800,10614,0
