gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.1,0.8673691631730683,0.6622740150050959,589,586,0
0.001953125,0.1,0.8694967959612745,0.6648352229967713,590,603,0
0.00390625,0.1,0.8734750915889262,0.6632613359979587,587,588,0
0.0078125,0.1,0.8836096738049376,0.6643385939969448,590,601,0
0.015625,0.1,0.8995228563155443,0.6812176070088753,603,634,0
0.03125,0.1,0.924173181755234,0.7064459620014532,650,791,0
0.0625,0.1,0.9476023215117524,0.9610646860091947,1070,1739,0
0.125,0.1,0.9510644458712593,3.280532739008777,3301,5202,0
0.25,0.1,0.947539373796125,4.075113737009815,5673,8638,0
0.5,0.1,0.9502713046543542,4.39127692799957,5800,14070,0
